seqn,total_count
37472,2451126
37474,4784643
37475,2441144
37478,2524098
37479,1721705
37480,1088794
37481,9967
37483,2466074
37484,3537401
37485,1669825
37486,1689652
37487,1261819
37488,392701
37490,1113413
37494,1463256
37495,1835140
37497,553859
37499,1165535
37500,3539271
37501,2939399
37503,758027
37505,2565897
37506,2617928
37507,96127
37509,1178402
37510,1155626
37511,2195807
37512,832934
37513,1489489
37514,860843
37515,845408
37518,400899
37520,887802
37521,1624967
37522,1382744
37523,1751883
37524,766116
37525,1236843
37526,1436680
37527,337753
37528,1151798
37530,1412754
37531,857263
37532,1633218
37533,661814
37534,3114887
37537,1003596
37538,1894467
37539,99794
37540,1264241
37541,1381134
37542,924706
37544,1657017
37545,2282405
37547,2531294
37550,2481458
37551,824879
37553,3291519
37555,2242440
37556,821139
37557,2432955
37558,1428692
37560,1790179
37561,1246995
37562,714540
37563,1407621
37564,2102426
37565,866978
37566,1167010
37568,1639641
37570,1298442
37572,2423543
37573,586233
37574,1719010
37576,252195
37578,561085
37580,971312
37583,1984744
37584,499915
37585,4673169
37587,3639176
37588,872323
37592,1016340
37593,702436
37595,3657404
37596,1837248
37598,1958273
37599,1283444
37600,1351992
37601,1555078
37602,2408024
37604,1041176
37605,2810330
37606,2723387
37608,2030843
37609,3898614
37611,1040141
37612,2585924
37614,2590842
37615,188663
37616,2898088
37617,727493
37618,226506
37619,2441089
37620,1462757
37623,1187071
37626,2672151
37628,938189
37629,2463060
37631,1651936
37632,1415212
37633,2294254
37635,2014312
37638,1330409
37639,2234780
37640,1495539
37643,2149868
37644,5586318
37645,1202317
37646,590271
37647,3978876
37648,626005
37649,1309512
37650,5672914
37651,2754777
37652,637584
37653,815787
37655,1029351
37656,880700
37657,1017141
37659,1216979
37660,3424078
37661,30773
37663,2531891
37664,1361224
37665,1277180
37666,3062209
37667,101136
37668,880450
37670,923598
37671,1584188
37673,1759028
37674,2116138
37676,911915
37683,729543
37684,1711577
37685,2972187
37686,1846971
37687,2997005
37688,1127
37690,441064
37691,3105891
37692,212676
37693,1892006
37694,46044
37695,943776
37697,1670017
37698,63848
37699,3775465
37700,573082
37703,1013315
37704,2685012
37705,5483
37707,1583590
37708,1681379
37709,1773634
37710,1312203
37712,495940
37714,3130237
37715,1347149
37716,1956935
37717,744134
37718,1021229
37720,2585985
37722,558453
37724,939856
37725,1259731
37726,1027690
37727,2289297
37728,1506446
37729,869080
37731,545017
37734,91530
37735,1739079
37738,2831302
37739,2409086
37740,79066
37741,682685
37742,1113487
37743,1078644
37746,345248
37747,717726
37749,537823
37750,2759181
37751,1645149
37752,4615105
37753,1039088
37754,564112
37757,2449559
37758,330108
37762,728839
37765,608336
37767,2045579
37768,1800538
37769,402332
37771,284385
37772,3879545
37775,1434915
37776,1254216
37777,1131595
37778,754808
37780,1191829
37781,5541589
37783,3475714
37784,2886430
37787,1303998
37789,585409
37790,891064
37792,1638564
37793,2342903
37797,2545880
37799,1205226
37801,1747658
37803,1023899
37804,1210255
37805,1553969
37806,2788415
37807,2468642
37810,1024945
37813,3592584
37814,1410843
37815,980579
37816,2421061
37817,889699
37820,3426
37821,3286100
37822,2596913
37823,3235715
37824,577554
37825,1328968
37826,2011632
37830,1720117
37831,2173777
37832,4154
37833,2873029
37834,4194628
37835,1472097
37836,1895533
37837,2586
37839,1636563
37840,765683
37841,1080694
37842,192689
37846,1018062
37849,1013618
37850,2482876
37851,2290675
37852,2761669
37853,1097955
37854,2190186
37856,2615932
37857,1708172
37859,1099691
37860,1530481
37862,439070
37863,1083554
37864,2679982
37865,1599940
37867,483848
37868,1218640
37870,1613558
37871,301766
37873,184995
37875,1113112
37876,1376005
37877,831264
37878,879611
37882,2567493
37885,3256302
37887,540370
37888,1830442
37891,1206682
37892,3195796
37893,543386
37895,1394824
37897,1773194
37898,1155507
37900,215258
37901,626230
37903,6252398
37905,316550
37906,2204374
37907,1873770
37908,1505501
37910,434656
37912,3309477
37913,1099699
37915,2328676
37916,2297973
37918,1507371
37921,999192
37922,429480
37923,1157871
37925,2811623
37926,1532488
37928,207591
37929,523575
37930,1918735
37932,1143913
37934,1345521
37935,5206767
37936,2234475
37937,109406
37938,143315
37941,6104280
37942,16510
37944,4041554
37945,650714
37946,1553142
37947,1253693
37949,4734140
37950,1127152
37952,973285
37953,3236327
37954,1794300
37955,4368120
37956,486979
37957,1269123
37958,1676378
37959,1486517
37960,546559
37961,3747761
37962,14664
37964,1101569
37966,3851098
37967,1690325
37968,1249620
37969,1198487
37971,2494158
37972,3491877
37973,1095369
37976,3704830
37977,636810
37978,2295331
37980,1515549
37982,171815
37984,803199
37985,632782
37986,1052019
37987,4225777
37991,2750428
37993,2889782
37995,758416
37996,1046656
37997,549752
37998,1915801
38000,172546
38001,1298848
38002,1225776
38004,1523
38006,1869023
38007,934226
38008,290053
38009,1900958
38010,225754
38011,2067549
38014,2142394
38015,457798
38017,1323962
38021,2461414
38023,1350457
38024,426354
38025,1550021
38027,632789
38028,1418374
38032,1454635
38034,5447782
38038,1874148
38042,555630
38043,3688985
38044,925769
38045,2282977
38048,546586
38049,2377598
38050,961621
38051,6011828
38052,61970
38053,1792142
38054,594349
38055,2598584
38056,2185218
38057,1225768
38058,1552569
38060,178888
38062,3910598
38063,1769997
38064,2213328
38066,2098299
38067,1010072
38068,1702000
38071,2058785
38073,833049
38074,2068862
38075,1829092
38077,435078
38078,2515661
38079,1998505
38080,1852216
38081,834561
38082,1155684
38083,1439955
38084,3916285
38085,2419793
38086,5170085
38088,912608
38089,1092470
38090,1089086
38091,1944349
38095,541440
38098,1123806
38100,870363
38104,2097183
38105,1318583
38106,247880
38107,1333398
38108,2720286
38110,3226678
38111,53250
38112,717336
38113,2091383
38114,873
38115,2001112
38116,2446347
38117,1098500
38118,1036370
38119,1402701
38120,925483
38121,1291953
38122,2365536
38123,2609581
38124,623132
38125,1238500
38126,1187795
38128,191899
38129,2374906
38130,190915
38131,2167084
38132,2593196
38134,2997433
38135,576341
38136,2624833
38137,4124473
38138,64901
38139,2273233
38140,2129689
38143,1019079
38144,1530866
38145,1604073
38146,1193059
38147,1092658
38148,2216692
38149,2348334
38150,1428212
38151,1330384
38152,640456
38153,1473662
38155,871895
38156,1092317
38157,1247119
38158,2337629
38159,264991
38161,82575
38162,8302
38163,1574114
38166,1697631
38168,781041
38169,3050947
38170,2569591
38171,3851055
38173,2310413
38174,1369958
38176,2401299
38177,2505780
38178,798439
38179,795858
38181,3959493
38185,3417699
38186,2430791
38187,2405176
38188,2354165
38190,1638141
38191,2172441
38192,1331448
38193,1206898
38194,2082416
38196,1810653
38198,730306
38200,4425003
38201,1017364
38203,1255836
38204,864044
38205,1825222
38206,1510735
38207,1518227
38208,1791686
38209,3041026
38212,1460279
38214,2085745
38215,134106
38216,1468972
38219,990838
38220,2438845
38222,433988
38226,129486
38230,1031465
38231,1008359
38232,129376
38233,1563318
38234,3714691
38235,1950909
38236,447928
38237,26381
38239,625018
38240,182816
38242,1262831
38243,2255119
38245,1500391
38247,1594295
38248,2227117
38249,1877773
38251,2288035
38254,2668333
38257,4849274
38258,4531115
38259,332571
38260,1418668
38261,2761320
38262,3210263
38263,2756852
38265,1623254
38267,2300532
38270,1541824
38271,1671644
38274,393322
38275,948648
38276,4400023
38277,1657512
38278,3829388
38279,297436
38280,1562640
38282,1865226
38283,1177133
38284,2867677
38285,811011
38288,726195
38290,1212504
38291,2952536
38293,419082
38295,498856
38296,27991
38300,2215030
38301,6451
38302,1478523
38303,2635199
38304,2324428
38305,2738785
38306,1631191
38307,1367168
38309,2446138
38311,3097987
38312,631771
38313,2668826
38315,2856533
38317,1370867
38318,1288387
38320,3832973
38321,1821152
38322,423454
38324,1310847
38325,2772090
38328,2461603
38329,1505208
38330,1275801
38332,4236718
38333,2087570
38335,1142409
38336,11564
38337,469992
38339,1562849
38342,1278463
38344,1479853
38345,249
38347,2157590
38348,343263
38349,1723632
38351,795998
38352,193639
38354,4684934
38358,2002638
38361,2408075
38362,1886765
38364,643811
38365,2223976
38368,747635
38371,1184413
38372,2659699
38373,1988489
38374,2069480
38375,4304674
38376,2252926
38377,1023983
38378,487287
38381,1485761
38382,4042625
38386,2191309
38387,87362
38388,378501
38389,339371
38391,1040731
38393,1561171
38394,3301722
38395,2009875
38396,4733720
38398,440357
38399,443413
38402,1343524
38403,2807613
38404,2620812
38409,2094403
38410,1094572
38412,1743570
38414,1095254
38417,956628
38418,1128679
38420,3443177
38421,215959
38422,1457878
38423,2331236
38424,2198628
38426,1427353
38427,734202
38429,539982
38430,3223073
38431,1019253
38432,1430271
38433,465771
38435,1529438
38436,1713781
38440,937221
38443,2293706
38444,954019
38446,116902
38447,1779045
38448,2188830
38449,2286968
38450,1026983
38452,956145
38453,1632835
38454,1259939
38455,140599
38456,1299589
38457,793428
38458,4563943
38459,1347837
38460,1695760
38461,1410909
38462,1288413
38463,2283309
38466,1497435
38467,1333297
38468,40392
38469,1726911
38471,515052
38472,2958261
38474,357735
38477,1712532
38482,2244392
38485,68512
38486,1405628
38488,2373214
38489,1423483
38490,680816
38491,226373
38492,2477776
38493,1731488
38494,1404414
38495,992825
38497,123499
38498,939804
38499,1207847
38500,296525
38501,326920
38502,1112944
38504,978300
38505,734055
38506,1110589
38508,95344
38509,3084980
38512,1862568
38513,28700
38514,558655
38517,1226237
38519,1391192
38522,560521
38525,2929168
38527,1926021
38532,550695
38533,2605493
38535,1664716
38538,939172
38539,1141513
38540,1560991
38541,263816
38542,933037
38544,2497697
38545,1581903
38546,789789
38547,2350741
38549,1262971
38552,134306
38554,1490265
38555,3584410
38556,1816069
38557,682506
38558,2874178
38559,798225
38560,1667460
38561,682213
38562,2623680
38563,1780147
38564,882844
38565,1237819
38566,2714167
38567,114797
38568,1999091
38570,1533421
38571,867522
38572,1199414
38575,718656
38576,769196
38577,335748
38580,514545
38581,1734437
38582,1660100
38583,1283133
38584,798757
38588,1314646
38590,1710558
38591,2326343
38592,12582
38593,3434857
38594,3333959
38595,93397
38597,1564341
38598,507664
38599,80184
38601,1964108
38602,2257398
38604,2773381
38605,3155746
38607,719304
38608,862823
38612,244263
38613,2007298
38614,1828747
38615,1474650
38616,1139499
38617,1188677
38619,1903848
38621,2902438
38625,783198
38626,862818
38629,2638007
38630,2143396
38631,923853
38633,280906
38635,1804158
38636,187176
38637,4380480
38638,2203527
38639,2459862
38640,722769
38642,3292811
38644,1574337
38645,2076353
38646,2319972
38647,2518663
38649,1885723
38651,644341
38653,2216595
38655,1052168
38656,180864
38657,2348692
38659,1405410
38660,607715
38662,3509373
38663,2999268
38664,2221912
38665,2085844
38667,1245548
38668,3647059
38669,598230
38670,2043148
38671,3514434
38672,798472
38673,745552
38674,2615381
38675,1260269
38676,1405349
38677,1076755
38678,1087085
38679,716825
38680,1175346
38681,2705005
38682,1070325
38683,2655172
38684,3667436
38685,389446
38686,747973
38687,1118584
38689,397482
38690,601122
38693,593900
38694,627982
38696,529412
38697,935
38698,3691211
38699,469510
38700,1178490
38701,940886
38703,299380
38704,1806732
38705,1791372
38707,3112264
38708,2351674
38709,752562
38710,1009374
38711,243510
38714,5328
38717,2021865
38718,1492379
38719,1903572
38720,1611973
38721,421250
38724,1708094
38725,2189622
38726,3918282
38730,3110127
38731,2768448
38732,890125
38736,1773757
38737,1312607
38738,1635179
38739,63996
38741,2205533
38742,1623436
38744,2677801
38745,1259453
38748,1648954
38752,1444233
38755,133133
38759,1681052
38761,450480
38762,3505317
38763,1000492
38764,2093289
38765,1420174
38767,3971869
38769,3166356
38771,1762445
38772,2293566
38773,2027595
38775,893844
38777,630992
38779,1670698
38780,582679
38781,2041779
38782,1341107
38783,642244
38784,1565059
38786,760594
38789,1854150
38791,1661665
38792,2591393
38793,1105128
38796,551264
38797,686637
38799,4193163
38800,1754937
38801,1428479
38802,585531
38803,4986553
38807,39654
38810,3272594
38812,1494185
38813,293197
38815,692322
38817,2220997
38819,1117128
38821,1007623
38822,3938458
38824,2956603
38825,1908429
38826,2805036
38827,1541364
38828,1022643
38830,6316390
38831,2281792
38832,3036363
38833,2166534
38834,2979037
38836,834128
38837,591039
38838,879123
38840,630603
38841,1089016
38842,1256326
38844,715079
38845,2100035
38846,1468077
38848,4267294
38849,3029503
38850,1181897
38852,2235740
38853,3091663
38854,1700452
38855,426530
38856,1935112
38859,1414365
38860,1672318
38861,703264
38862,2756606
38863,1178368
38864,2840416
38865,1668374
38867,1542153
38870,1191993
38871,1788120
38872,1162487
38873,2625972
38874,1605112
38875,1072299
38877,2716731
38878,2615616
38879,4215098
38880,968698
38881,2000473
38882,2147169
38883,895993
38884,3160906
38885,3012737
38887,3697954
38888,1516177
38889,3884668
38892,478383
38893,328735
38894,1539955
38895,1282227
38897,667486
38901,1563956
38903,612110
38904,2041613
38905,1400501
38906,2905445
38907,2787252
38908,195013
38910,611803
38912,1200569
38913,4529354
38914,795249
38915,435447
38916,1491525
38918,1973697
38919,1578689
38920,1758874
38921,2555585
38922,1463408
38924,1367318
38925,336491
38926,3088357
38928,1576966
38929,1567368
38931,768706
38932,1292469
38933,2619837
38934,2357205
38936,1396278
38937,1736460
38938,4875099
38940,1321376
38941,1850850
38942,1557353
38944,1059044
38946,1835324
38947,1162926
38948,2498116
38953,1718469
38954,3234376
38956,1272113
38957,2695995
38958,880939
38961,1550669
38963,474679
38964,3170125
38965,515654
38966,1619366
38967,1971853
38968,2172042
38970,219308
38971,2328791
38972,521420
38974,885015
38976,27180
38977,1841289
38978,783407
38982,1791737
38985,1696975
38986,2850343
38987,1580713
38989,486772
38990,4424044
38991,2366429
38992,2809612
38993,1418324
38994,1598709
38996,1781013
38997,402068
38999,1023263
39000,762365
39001,3148787
39003,1329883
39004,2066054
39005,687822
39007,954
39009,382845
39010,1723711
39011,3168665
39013,1481274
39018,2617623
39020,2159439
39021,2109867
39022,772690
39023,4651009
39024,732029
39025,2122884
39027,1040789
39032,159179
39034,80053
39035,1529491
39036,1652448
39037,1729599
39040,1338303
39041,824096
39043,951879
39044,1816703
39045,1413285
39046,1072326
39048,970260
39049,1866366
39051,605661
39052,2131575
39053,2030745
39054,768310
39056,2111658
39058,1309655
39059,1899268
39060,414502
39061,17741
39063,1894036
39064,509517
39065,962646
39066,4355659
39070,1742514
39071,371474
39072,1079821
39073,1049089
39075,1360782
39076,2515841
39077,549767
39078,1109454
39079,2301257
39081,720654
39082,2692628
39084,1058871
39085,3714895
39086,1595999
39088,281206
39089,495695
39090,3516729
39091,2670688
39092,1800632
39093,640900
39094,721134
39095,1012095
39096,1131699
39097,1121381
39099,186722
39100,2262516
39101,1375421
39103,510105
39104,1556657
39107,2826777
39108,2046631
39110,1040043
39112,547490
39113,676683
39114,2088877
39115,1454891
39116,930734
39117,9477
39119,4087133
39121,2290317
39122,2788173
39123,2231664
39124,1335706
39125,2782096
39126,2429991
39128,1170306
39129,2524910
39132,919984
39134,1324457
39136,2647513
39137,981419
39138,460922
39141,1092826
39142,382797
39143,4288138
39146,1948434
39147,1345809
39148,543586
39150,1075098
39152,502733
39154,1928633
39155,1608507
39156,1097512
39157,906189
39158,316225
39161,1763289
39162,1731483
39163,4376761
39164,1989763
39165,924543
39168,1967325
39170,899018
39171,1909086
39172,1428208
39173,1370415
39175,1770076
39177,1400396
39178,2450362
39179,1460555
39180,1628949
39181,523290
39184,701737
39185,3946975
39186,1732749
39187,2191581
39189,1175419
39190,2310244
39191,877723
39192,5053792
39193,1778898
39197,2481827
39199,2140393
39202,158016
39204,1064897
39205,775875
39207,2004655
39208,14939
39209,3963677
39211,2978314
39213,1947099
39215,752178
39216,463621
39217,1271167
39220,460217
39222,1496021
39225,999165
39226,622326
39227,693463
39229,1072981
39230,1740081
39232,1172632
39234,1738900
39238,1437443
39239,878408
39241,1042607
39244,1747769
39245,112059
39246,411680
39247,2240157
39249,2015445
39250,1041786
39251,2188529
39252,1307901
39253,742209
39254,1243565
39256,1686650
39259,1353129
39260,3115699
39261,907053
39263,3991750
39265,1122615
39266,1619552
39267,679159
39268,19468
39269,2381735
39271,207618
39273,1121340
39274,1398907
39278,625586
39279,173763
39281,2323565
39282,1310922
39283,4358524
39284,1933207
39285,996453
39286,2415728
39288,543394
39289,1147614
39290,1295118
39291,1378222
39292,1947789
39293,2920256
39294,3322500
39295,740487
39296,1249255
39298,594254
39300,1618979
39301,901276
39303,4192433
39305,1805734
39306,3163966
39307,2441891
39309,186870
39311,2296590
39312,558908
39314,3594496
39315,4301374
39316,2024664
39317,2489079
39318,252127
39319,280046
39320,1755415
39321,1212447
39322,1004537
39323,2137046
39324,463849
39325,3398684
39327,2538099
39328,2625743
39329,92411
39334,2762401
39337,2687795
39339,826775
39340,731752
39343,1124047
39345,845341
39346,3099661
39347,1272118
39348,1010413
39349,916761
39352,1421340
39353,142527
39354,2614996
39355,555
39356,1076244
39357,404970
39358,2863368
39359,2969772
39360,1244906
39362,1941124
39365,3720049
39367,1160125
39368,3105489
39370,3006662
39371,2339033
39372,258855
39373,1731454
39375,327911
39378,2680659
39379,1392989
39381,1299621
39382,1128781
39383,3564785
39385,1046393
39387,1838854
39388,5205173
39389,564960
39390,1516977
39391,2105349
39392,1343438
39397,1879326
39399,1316385
39400,1001853
39402,3074229
39404,2580232
39405,860389
39406,4085671
39408,867553
39410,523826
39411,4259945
39413,1653423
39414,2098191
39415,1004438
39416,211333
39417,481967
39418,3512869
39419,1458978
39420,1427697
39421,170056
39424,611302
39425,2620120
39426,1584985
39427,1977143
39428,1217222
39430,3374573
39432,1896683
39433,327120
39434,1409515
39435,408752
39436,1240416
39437,1759625
39438,881936
39439,762688
39440,1921118
39444,2317113
39446,717012
39448,1516112
39449,1511305
39453,139047
39454,1521993
39455,1578655
39458,2083259
39459,604819
39460,1203081
39462,3023875
39464,811146
39466,984111
39467,690973
39468,3460177
39470,1098800
39471,1516339
39472,750033
39473,955288
39474,2916164
39475,1307318
39476,1968492
39477,553492
39478,1906936
39480,643141
39482,437475
39484,1441509
39485,4543160
39487,2125865
39489,2253649
39490,113114
39491,2343770
39493,636129
39494,5013689
39495,3129700
39497,831687
39498,1565484
39502,1604343
39503,1279194
39504,3939198
39505,1604025
39506,90690
39507,2171740
39511,1627950
39512,8783
39513,1757752
39514,4019432
39516,2240826
39519,3837174
39521,1013
39522,1173448
39523,1582835
39524,1120800
39526,2677783
39529,1701789
39530,2234013
39531,915757
39532,1866229
39533,2898209
39535,2618061
39540,6968139
39541,1353975
39543,745197
39546,1022081
39547,943720
39548,2819026
39549,1920457
39550,283828
39552,2339946
39553,1041127
39554,777082
39556,1539690
39558,2049198
39559,1542969
39560,784688
39561,4050355
39562,1497885
39564,1467367
39567,2808222
39568,706302
39569,90243
39570,1760202
39571,2384453
39576,2537219
39577,1271229
39578,1627000
39579,1521455
39580,1178254
39581,1284975
39582,671486
39583,539238
39584,433162
39586,1762951
39587,27423
39588,2138204
39589,3825056
39591,1496585
39592,281300
39593,2916330
39594,2647943
39595,4571213
39599,1099192
39600,179539
39601,3134223
39602,1032927
39603,1702054
39605,1865128
39606,2478523
39608,561273
39610,1642418
39613,3940
39615,1559804
39616,1314063
39618,712478
39619,1149126
39620,1939013
39621,743071
39624,2033326
39625,2068891
39628,1239861
39630,1466547
39632,1351169
39633,3937342
39635,570104
39636,1902158
39637,2085920
39638,527263
39639,441303
39640,271550
39641,2431521
39642,1005654
39645,4127557
39646,2497986
39647,1117402
39650,3087076
39654,1517138
39655,2140632
39656,3969408
39659,270809
39660,47436
39662,1552875
39663,340793
39664,2409379
39665,2016032
39666,2607905
39668,3634771
39669,2166797
39670,832273
39671,1550196
39673,3312218
39674,1270560
39675,727882
39676,1028621
39677,1852766
39678,1358118
39681,1320694
39682,962777
39683,1386920
39684,4232458
39689,2435587
39690,1849755
39691,1743936
39692,1180822
39693,1230479
39695,1367373
39696,1250388
39697,824986
39698,2805949
39700,638569
39702,2723230
39705,1442898
39707,753239
39708,909463
39710,2097883
39713,2079411
39714,1269396
39715,1581036
39716,1365245
39717,1898160
39719,2358037
39720,1119771
39721,1583235
39722,2389771
39723,2894510
39725,811564
39726,16515
39727,1119455
39728,1040485
39729,2746007
39730,2123559
39731,1206592
39732,745027
39734,3630874
39735,2027228
39736,1362340
39739,4562194
39741,2497657
39743,630078
39744,4178292
39747,2031152
39748,589089
39751,1269642
39752,2142620
39753,1886782
39754,925334
39755,1268981
39758,3066035
39759,1729149
39760,3488119
39761,1597381
39763,957328
39768,5001079
39770,1197564
39771,1678910
39772,1020841
39773,239524
39774,473593
39775,4410885
39777,772448
39779,1545264
39780,1705284
39782,1952383
39783,1663276
39785,565564
39786,2372737
39787,1285998
39788,2315144
39789,3168642
39790,1953741
39791,1293763
39794,1100456
39796,315495
39797,461288
39799,2215389
39802,2459926
39803,2195653
39804,1918839
39805,1894600
39806,737143
39809,1921345
39810,1489370
39812,320026
39813,2696681
39816,417135
39817,1918666
39819,109268
39820,152457
39821,1652000
39822,2707006
39824,3339136
39826,2322016
39827,2168929
39828,1400736
39829,419375
39830,539842
39832,888154
39833,1106803
39834,1076505
39835,1666077
39836,1869058
39837,181488
39838,1036853
39839,1476564
39840,889720
39841,1764775
39842,1184053
39843,508752
39844,2455973
39845,2540717
39847,1935266
39848,1966691
39849,792343
39851,1377282
39852,1636299
39853,1195097
39854,2265860
39855,1597765
39858,523279
39861,272714
39862,340797
39864,1953250
39866,3159930
39869,3673965
39870,3865710
39871,1569
39872,385592
39873,1406481
39874,259456
39875,3161975
39876,855769
39877,1450684
39878,999452
39879,1125992
39880,2194297
39881,4404832
39882,3234082
39883,685465
39884,2530319
39885,1860612
39887,1542571
39892,1283534
39894,768324
39895,677292
39896,1775113
39897,834311
39899,2442188
39900,210579
39905,2181787
39907,2098969
39908,1855814
39909,1873921
39913,1739999
39914,1110104
39915,1859791
39917,3022182
39918,1198985
39919,616598
39920,687113
39922,1170715
39925,2513207
39927,1778823
39930,1653044
39932,531543
39934,2002268
39938,1429506
39939,2121269
39940,2372931
39941,757516
39943,1367480
39945,312964
39946,1309058
39947,2951390
39949,1250927
39951,3765983
39952,767706
39954,1885444
39956,1790369
39957,1203603
39958,1184417
39959,1533626
39960,1569887
39962,4017297
39963,726312
39964,2155632
39965,1118335
39966,1684859
39968,269847
39969,620801
39970,749273
39972,2097969
39973,1789290
39974,2026855
39976,1068180
39978,2754532
39979,3308476
39982,1786647
39983,473070
39984,562832
39986,1469698
39987,1699914
39988,1190683
39989,1852781
39990,3646735
39992,3586586
39993,1691287
39995,1650643
39996,514003
39997,1645859
40000,2398469
40001,886982
40002,371699
40003,1339081
40004,806623
40005,1662707
40006,3642693
40007,1041918
40008,715010
40010,1357940
40011,2276387
40013,2010184
40015,2595300
40016,1440983
40017,1352806
40019,205216
40021,4079533
40023,4898988
40024,1331427
40025,3411093
40026,3636344
40027,2039285
40028,755273
40030,3407934
40032,2670512
40034,1804680
40035,743928
40036,1231736
40039,774078
40041,544969
40044,525192
40045,1242378
40047,5661031
40048,327563
40049,1574839
40050,3867433
40051,2453127
40052,1922395
40053,2712390
40055,1435605
40056,2504864
40058,47700
40059,3036886
40060,1245182
40061,2255916
40063,5989472
40065,955632
40066,4598391
40067,914693
40068,1455443
40069,3802041
40070,1662736
40071,2868828
40072,1493935
40073,254282
40075,1836939
40077,1143317
40079,2275990
40080,3701527
40081,1879990
40082,2187751
40083,3123049
40084,1004160
40085,1068172
40089,1138056
40092,823535
40093,761580
40096,493379
40097,1054862
40098,385240
40099,2290445
40100,1157542
40103,1179666
40104,526838
40106,1871915
40107,1110841
40108,5401008
40109,1146499
40110,246693
40112,1255377
40113,73946
40116,2203493
40117,1212347
40118,744232
40119,790873
40121,1593075
40122,555041
40123,1089014
40124,658907
40129,1103298
40130,144711
40131,454658
40132,226425
40133,728312
40134,227129
40135,2356387
40136,2004588
40137,1423772
40138,1715500
40141,1534822
40143,2028431
40144,1863994
40147,2411187
40148,2109796
40151,2593884
40152,1291122
40153,1402076
40155,2036973
40157,814632
40158,1911212
40159,2938520
40161,1691461
40164,1806357
40165,654156
40167,2027505
40169,952923
40170,3473827
40171,3302999
40172,1712050
40173,2394901
40174,723374
40176,2789019
40177,1182408
40178,1559804
40179,1721937
40182,2195686
40183,53469
40185,2164851
40187,1712161
40189,1038432
40190,441600
40194,3470396
40196,667953
40197,1079930
40198,1242609
40201,2411678
40203,1159739
40205,5225746
40208,874369
40209,226514
40210,660271
40211,723930
40212,3342360
40213,524126
40214,1329040
40215,2119998
40216,2373646
40217,189280
40218,472204
40219,1006282
40220,3121677
40221,1019185
40223,790278
40225,1853990
40226,2711789
40227,1122883
40230,3363657
40231,1306989
40232,468685
40233,1034604
40234,1454917
40235,2630614
40237,242347
40247,3190745
40249,2062836
40250,1976827
40252,679787
40254,1371121
40255,211689
40256,1454621
40257,2739316
40258,419390
40260,1897906
40262,2080763
40263,418093
40264,4211104
40265,1573005
40266,270424
40267,675225
40268,3642343
40269,2771106
40271,1158222
40273,1544403
40275,1313453
40276,1270293
40277,1292897
40278,910052
40279,2121664
40280,3017738
40281,3959324
40282,597606
40283,3476484
40286,445567
40287,1389576
40288,3588584
40289,1349562
40290,105894
40291,2141540
40292,734737
40293,1574513
40295,856796
40296,2412179
40297,3979468
40298,149674
40299,1960747
40300,312854
40302,1964425
40304,3543329
40306,3609656
40307,168059
40308,1216646
40310,1836757
40313,180976
40316,574448
40317,831059
40318,1573594
40320,5408629
40322,3032
40323,2252026
40328,1900397
40329,2083072
40330,1528778
40331,2002233
40332,2786827
40335,1122892
40336,2086579
40338,2809445
40339,1723177
40341,1383058
40342,3109644
40343,2079345
40345,2852345
40346,3005456
40347,2330094
40349,4056749
40350,1364630
40351,2437356
40355,1207546
40356,2747306
40358,2149300
40359,1552829
40360,2518666
40361,1422322
40362,2977790
40363,2043754
40364,4303098
40368,1614152
40369,1011052
40370,2803134
40371,2993935
40372,4308163
40377,1152888
40378,209315
40380,498606
40381,890694
40382,1191539
40383,1467763
40384,1486339
40386,1759016
40387,369933
40388,169537
40389,562371
40390,672857
40391,1635160
40392,1785320
40394,1395722
40396,152476
40398,1007283
40399,296077
40400,1961102
40401,3003043
40402,2635789
40404,967045
40406,2181900
40408,1347172
40409,2566102
40410,193299
40411,1594453
40414,2071574
40416,674420
40417,855151
40419,1373260
40420,736471
40421,1562652
40422,322619
40423,1615738
40424,3408072
40425,1415417
40427,1754264
40428,4260569
40429,9259
40430,1989688
40431,2657824
40433,2497922
40434,975694
40435,1807449
40436,114371
40437,721878
40439,1903374
40440,1590161
40441,1005143
40442,5223226
40443,3008911
40444,1528400
40445,342821
40446,2641490
40447,869876
40452,2475016
40453,944776
40454,762658
40455,4261537
40456,789063
40457,2480697
40458,740383
40460,2482731
40461,992688
40462,1010141
40463,2744843
40464,841223
40465,1892176
40466,3200820
40467,1657248
40468,1566777
40469,1230183
40470,1054903
40471,3523515
40473,2701875
40474,306103
40475,717592
40476,4644
40477,2058319
40481,1290141
40482,2503344
40483,1482660
40484,1886239
40485,987656
40486,2011261
40488,1732777
40489,667174
40490,1177937
40491,2821566
40492,1696269
40493,3226488
40496,1723467
40497,435282
40498,3668573
40499,3850009
40501,917211
40502,664919
40503,859373
40505,1068181
40506,1794125
40507,1871666
40509,1879326
40513,1257868
40514,1468992
40515,236085
40517,956639
40518,1097957
40519,4960
40522,7936874
40523,539049
40524,1036752
40526,498418
40527,3711262
40528,1591842
40530,2031454
40531,1142213
40532,2858990
40534,975315
40535,1182629
40536,5687
40538,2565566
40539,799591
40540,412615
40541,1185510
40542,2146390
40543,740977
40544,1879553
40545,632945
40546,1235027
40548,995171
40549,3717
40550,1700849
40551,1488415
40554,1385353
40555,1955456
40556,6743863
40557,1451659
40558,2290
40559,839253
40560,2427142
40561,1172580
40563,1572675
