seqn,weekday,avg_daily
33711,6,555.9613615455381
33711,7,421.0750279955207
33712,1,487.21153846153845
33712,2,389.6650306748466
33712,3,430.01147959183675
33712,4,486.9380902413431
33712,5,533.6366594360087
33712,6,414.3953013278856
33712,7,256.4692082111437
33715,2,202.96975425330814
33715,3,204.16996507566938
33715,4,279.5057034220532
33715,5,155.6080808080808
33715,6,182.75219941348973
33715,7,316.7342995169082
33718,1,1101.827027027027
33718,2,233.84962406015038
33718,3,465.65291005291004
33718,4,866.574011299435
33718,5,590.2220994475138
33718,6,749
33718,7,531.8132678132678
33719,1,151.0410447761194
33719,2,9.885714285714286
33719,3,17.778625954198475
33719,4,185.25547445255475
33719,5,494.1680584551148
33719,6,568.3708133971292
33719,7,333.1651728553137
33720,1,142.3525179856115
33720,2,66.10679611650485
33720,3,297.42954545454546
33720,4,394.04395604395603
33720,5,153.15384615384616
33720,6,273.3692307692308
33720,7,1777.7742946708463
33721,1,226.26537216828478
33721,2,292.0496368038741
33721,3,438.7079207920792
33721,4,949.1810841983853
33721,5,43.075268817204304
33721,6,231.83508771929826
33721,7,194.205
33725,1,152.6873889875666
33725,2,99.90871369294605
33725,3,136.4402332361516
33725,4,265.7491525423729
33725,5,147.39810426540285
33725,6,115.04566929133858
33725,7,199.83061889250814
33726,1,161.4150731158605
33726,2,190.11380145278451
33726,3,68.73948220064725
33726,4,180.52613636363637
33726,5,169.658810325477
33726,6,389.6209349593496
33726,7,154.5953177257525
33727,1,365.85089141004863
33727,2,436.5449172576832
33727,3,379.0344827586207
33727,4,517.0368364030336
33727,5,385.50338818973864
33727,6,289.26066897347175
33727,7,282.88837209302324
33728,1,625.0357710651829
33728,2,855.8659070990359
33728,3,624.8885572139303
33728,4,1180.0887902330744
33728,5,463.66289198606273
33728,6,195.91470588235293
33728,7,632.1520833333333
33730,1,348.1605758582503
33730,2,527.1109271523179
33730,3,350.59724349157733
33730,4,313.26880641925777
33730,5,224.63734290843806
33730,6,70.16651825467498
33730,7,246.91473684210527
33731,1,136.5909090909091
33731,2,205.72911392405064
33731,3,155.04040404040404
33731,4,127.1038961038961
33731,5,183.8405315614618
33731,6,99.17080745341615
33731,7,173.1151178918169
33732,1,295.058583106267
33732,2,481.76566125290026
33732,3,615.5843989769821
33732,4,490.52893518518516
33732,5,755.2770511296076
33732,6,651.9093904448106
33732,7,389.54411764705884
33733,1,96.52857142857142
33733,2,159.03809523809525
33733,3,428
33733,4,203.5
33733,5,60.74324324324324
33733,6,56.33009708737864
33733,7,239
33734,1,450.23703703703706
33734,2,592.8558484349259
33734,3,806.7759103641456
33734,4,751.0570071258908
33734,5,734.8671875
33734,6,602.3122065727699
33734,7,409.55670103092785
33736,1,295.41031149301824
33736,2,219.7058201058201
33736,3,339.6082995951417
33736,4,276.757722007722
33736,5,254.643536121673
33736,6,288.6914498141264
33736,7,139.37841625788369
33737,1,381.9311064718163
33737,2,357.66201117318434
33737,3,463.6948051948052
33737,4,638.2573839662447
33737,5,591.9274193548387
33737,6,250.78082191780823
33737,7,425.8619957537155
33738,1,337.48161764705884
33738,2,54.1025641025641
33738,3,228.05316091954023
33738,4,197.5685975609756
33738,5,331.4567307692308
33738,6,57.81818181818182
33738,7,461.4258064516129
33740,1,36.38857142857143
33740,2,376.5900178253119
33740,3,226.13636363636363
33740,4,61.166666666666664
33741,1,246.7141216991963
33741,2,365.5024311183144
33741,3,786.9981203007519
33741,4,429.86206896551727
33741,7,357.3340563991323
33743,2,125.8
33743,7,465
33745,1,258.33792240300374
33745,2,261.6821994408201
33745,3,316.65028901734104
33745,4,217.6139066788655
33745,5,102.10361445783133
33745,6,771.9741035856574
33745,7,300
33746,1,371.7384105960265
33746,2,602.9171597633136
33746,3,254.47272727272727
33746,4,1856.1954887218046
33746,5,108.8013698630137
33746,6,656.7942386831276
33746,7,408.8727272727273
33747,1,367.63497453310697
33747,2,244.23723228995058
33747,3,369.84505021520806
33747,4,867.7183673469387
33747,5,385.8231404958678
33747,6,345.8736559139785
33747,7,14.488721804511279
33748,2,109.7012987012987
33748,3,125.24861111111112
33748,4,157.35094339622643
33748,5,170.58021978021978
33748,6,650
33748,7,334
33750,1,533.557781201849
33750,2,536.0726600985222
33750,3,463.16279069767444
33750,4,349.1111111111111
33750,5,393.2368421052632
33750,6,266.24285714285713
33750,7,423.16046511627906
33753,1,135.0301431801055
33753,2,168.7562776957164
33753,3,160.69826707441388
33753,4,132.68911917098447
33753,5,130.05838323353294
33753,6,162.9441930618401
33753,7,202.73263888888889
33754,1,449.5243697478992
33754,2,426.1908045977012
33754,3,302.33920704845815
33754,4,309.93218514531753
33754,5,352.99411764705883
33754,6,375.39788199697426
33754,7,522.5907738095239
33755,1,18.12
33755,2,376.3333333333333
33755,3,141
33755,4,100
33755,6,324
33756,1,313.53333333333336
33756,2,420.5710560625815
33756,3,495.5
33756,4,336.04571428571427
33756,5,159.76666666666668
33756,6,537.9816124469589
33756,7,803.7097701149426
33757,1,1834.8
33757,2,383.7535377358491
33757,3,366.2056074766355
33757,4,276.79571428571427
33757,5,383.7670196671709
33761,1,247.1067615658363
33761,2,136.43529411764706
33761,3,179.4367816091954
33761,4,151.83669885864794
33761,5,201.96391752577318
33761,6,300.7193717277487
33761,7,305.2273262661955
33765,1,291.39953271028037
33765,2,357.4903017241379
33765,3,334.3786295005807
33765,4,196.4083930399181
33765,5,171.32642487046633
33765,6,550.6625386996905
33765,7,224.58157389635318
33768,3,168.65232558139536
33768,4,183.8764367816092
33768,5,209.4228650137741
33770,1,66.425
33770,2,141
33770,3,154.9863813229572
33770,4,853
33770,5,41.35537190082645
33770,6,67.88586956521739
33770,7,34.163636363636364
33771,1,346.9017432646593
33771,2,313.2810539523212
33771,3,170.83197199533257
33771,4,330.98929845422117
33771,5,428.56657963446474
33771,6,255.52039151712887
33771,7,225.3108504398827
33773,1,936.5246710526316
33773,2,886.5849268841395
33773,3,573.5388669301713
33773,4,788.9457177322075
33773,5,614.9051522248244
33773,6,740.0916030534352
33773,7,824.4430769230769
33774,3,638.3333333333334
33774,5,328.98932384341634
33774,7,2261
33777,1,291.72067901234567
33777,2,387.5981735159817
33777,3,308.27374872318694
33777,4,440.38187372708757
33777,5,399.1102362204724
33777,6,305.90673076923076
33777,7,175.55010438413362
33778,1,598.3328197226502
33778,2,390.9185393258427
33778,3,514.3988636363637
33778,4,479.051
33778,5,465.9734607218684
33778,6,325.33492063492065
33778,7,424.02979737783073
33779,1,794.4875
33779,2,205.0744680851064
33779,6,52.60251046025105
33780,1,172.87696335078533
33780,2,410.1333333333333
33780,3,232.70903010033445
33780,4,269.27597402597405
33780,5,435.4954407294833
33780,6,476.07964601769913
33780,7,437.1004098360656
33781,1,685.3062913907285
33781,2,777.2240117130308
33781,3,511.8253751705321
33781,4,906.3956931359354
33781,5,1673.3242320819113
33781,6,432.1019108280255
33781,7,590.1342512908778
33782,1,341.23992322456814
33782,2,461.86934673366835
33782,3,535.1097410604192
33782,4,857.4242424242424
33782,5,720.0117395944503
33782,6,997.1506172839506
33782,7,871.328320802005
33783,1,274.4273504273504
33783,2,331.68055555555554
33783,3,193.98305084745763
33783,4,460.0518934081346
33783,5,615.268115942029
33783,6,2618.94708994709
33784,1,230.2892156862745
33784,2,329.78555555555556
33784,3,336.25081433224756
33784,4,276.41733181299884
33784,5,246.8304761904762
33784,6,169.83829787234043
33784,7,95.78761061946902
33786,1,581.5057471264367
33786,2,292.1580459770115
33786,3,532.7279069767442
33786,4,442.1313269493844
33786,5,348.6
33786,6,721.9282814614344
33786,7,878.3476890756302
33787,1,283.6809338521401
33787,2,329.3579725448786
33787,3,405.98064516129034
33787,4,282.03453689167975
33787,5,311.10731707317075
33787,6,352.8854961832061
33787,7,518.0459610027855
33788,1,317.58428246013665
33788,2,241.75682593856655
33788,3,365.90900383141764
33788,4,443.8572854291417
33788,5,272.05227492739596
33788,6,325.7206349206349
33788,7,278.4187643020595
33789,1,30.347368421052632
33789,2,272.3611859838275
33789,3,194.43809523809523
33789,4,158.3498023715415
33789,5,114.5933806146572
33789,6,304.5190476190476
33789,7,386.04696673189824
33790,1,285.03443328550935
33790,2,566.8967320261438
33790,3,406.6075581395349
33790,4,612.2176100628931
33790,5,973.7618453865337
33790,6,476.09356136820924
33790,7,344.9013605442177
33792,1,191.0434083601286
33792,2,168.43027413587603
33792,3,241.30985915492957
33792,4,172.3156146179402
33792,5,153.14350797266516
33792,6,156.77388535031847
33792,7,192.07716371220022
33793,1,105.35958549222798
33793,2,75.92277992277992
33793,3,177.37148399612028
33793,4,117.7316219369895
33793,5,91.1051724137931
33793,6,127.00940438871473
33793,7,123.83383383383384
33796,1,85.66892655367232
33796,2,60.884787472035796
33796,3,81.63255240443897
33796,4,98.62068965517241
33796,5,129.15367483296214
33796,6,121.5965909090909
33796,7,143.24396442185514
33797,1,140.85231316725978
33797,2,104.75653594771242
33797,3,149.96887686062246
33797,4,212.7312348668281
33797,5,212.94086021505376
33797,6,110.50551876379691
33797,7,162.2737819025522
33798,2,432.81053698074976
33798,3,682.4234146341463
33798,4,488.0903165735568
33798,5,384.8847222222222
33798,6,786.8579310344827
33798,7,1102.1538461538462
33801,1,708.225647348952
33801,2,235.07598784194528
33801,3,249.05978260869566
33801,4,612.4671532846716
33801,5,681.0036585365854
33801,6,624.5304347826087
33801,7,649.3533246414603
33802,1,353.51020408163265
33802,2,390.07735321528423
33802,3,329.04995004995004
33802,4,436.779296875
33802,5,713.0851602023608
33802,6,589.8399246704331
33802,7,489.22039757994816
33803,1,261.0800711743772
33803,2,150.1527027027027
33803,3,229.52394775036285
33803,4,520.2969696969697
33803,5,258.4315476190476
33803,6,155.37826086956522
33803,7,323.4452214452214
33805,1,95.2127659574468
33805,2,295.1895332390382
33805,3,295.0776397515528
33805,4,375.1038406827881
33805,5,17.41304347826087
33805,6,109.79424460431655
33805,7,342.90097402597405
33806,1,240.73701657458562
33806,2,447.48901734104044
33806,3,338.14132762312636
33806,4,409.0931098696462
33806,5,1016
33806,6,205.5
33806,7,106
33808,1,64.9025641025641
33808,2,157.32581967213116
33808,3,66.85580304806565
33808,4,139.16198979591837
33808,5,155.57382953181272
33808,6,170.09045226130652
33808,7,144.58194774346794
33809,1,85.80714879467996
33809,2,215.00664451827242
33809,3,360.5
33809,4,351.4033898305085
33809,5,249.87430478309233
33809,6,189.08020304568527
33809,7,228.11954022988505
33810,1,285.8510948905109
33810,2,742.2786885245902
33810,3,320.8615049073064
33810,4,282.65594855305466
33810,5,321.7032457496136
33810,6,352.14137214137213
33810,7,196.60886075949367
33812,1,46.76661514683153
33812,2,37.121538461538464
33812,3,29.1877444589309
33812,4,41.246284501061574
33812,5,731
33812,6,87.08035714285714
33812,7,321.6666666666667
33814,1,196.82974910394265
33814,2,278.2832
33814,3,384.5
33814,4,126.62849872773536
33814,5,252.4890776699029
33814,6,301.4830917874396
33814,7,112.8855172413793
33815,1,436.6240090600227
33815,2,581.6287703016242
33815,3,611.3009828009828
33815,4,565.1017316017316
33815,5,174.13826366559485
33815,6,483.3568181818182
33815,7,297.7130339539978
33816,1,206.9301242236025
33816,2,582.2659090909091
33816,3,572.4513274336283
33816,4,397.1844547563805
33816,5,654.4792833146696
33816,6,612.4925373134329
33816,7,479.82695507487523
33817,1,295.22222222222223
33817,2,283.0783783783784
33817,3,322.0608695652174
33817,4,394.64993026499303
33817,5,111.65308498253783
33817,6,224.73776662484318
33817,7,130.78021978021977
33818,1,1415.3181818181818
33818,2,580.3766081871345
33818,3,850.5342281879194
33818,4,1180.2206809583859
33818,5,1242.3863928112964
33818,6,1101.2123197903015
33818,7,1008.5159642401022
33819,1,97.27070457354759
33819,2,130.45143638850888
33819,3,127.44198895027624
33819,4,79.74407582938389
33819,5,95.12085308056872
33819,6,71.61361141602634
33819,7,86.51296043656207
33821,1,689.1926345609065
33821,2,551.3787878787879
33821,3,623.7381228273465
33821,4,679.2103594080338
33821,5,700.1518987341772
33821,6,390.7417355371901
33821,7,404.1548387096774
33823,1,507.2413793103448
33823,2,359.7932489451477
33823,3,378.3034482758621
33823,4,628.5652610441767
33823,5,661.327380952381
33823,6,517.7574626865671
33823,7,529.96875
33824,1,820.3088235294117
33824,2,616.5828295042321
33824,3,529.8599167822468
33824,4,279.89121338912133
33824,5,428.8609986504723
33824,6,530.9537149817296
33824,7,361.0430107526882
33825,1,146
33825,2,582.0715328467153
33825,3,534.7001356852103
33825,4,646.2
33825,5,443.75827338129494
33825,6,318.38993710691824
33825,7,435.4124629080119
33827,1,427.23591549295776
33827,2,394.2125925925926
33827,3,584.4464285714286
33827,4,247.80831826401447
33827,5,449.60985915492955
33827,6,488.44162436548226
33827,7,341.75686274509803
33828,2,1050.4848851269649
33828,3,491.6972860125261
33828,4,121.83076923076923
33828,5,491.5989071038251
33828,6,479.9308943089431
33828,7,754.6712517193947
33830,1,349.9186851211073
33830,2,541.7995444191343
33830,3,249.09100877192984
33830,4,335.479754601227
33830,5,245.00598802395209
33830,6,240.53886010362694
33830,7,222.08695652173913
33831,1,387.64819587628864
33831,2,276.08103130755063
33831,3,486.0913921360255
33831,4,397.2608257804632
33831,5,380.9550679205852
33831,6,360.6310861423221
33831,7,165.77355623100303
33833,1,525.0893118594437
33833,2,319.470297029703
33833,3,598.6160092807424
33833,4,531.209756097561
33833,5,437.54179566563465
33833,6,414
33833,7,44.32142857142857
33835,1,864.6788008565311
33835,2,357.5114006514658
33835,4,843.2052821128451
33835,5,485.3774834437086
33835,6,295.7820646506778
33835,7,390.6669970267592
33836,1,351.75344180225284
33836,2,1632
33836,3,521.6932692307693
33836,4,495.1470588235294
33836,6,2824
33838,1,383.71794871794873
33838,2,250.16237113402062
33838,3,267.636655948553
33838,4,452.21612903225804
33838,5,302.8810641627543
33838,6,392.7907407407407
33838,7,207.7566037735849
33839,1,385.8234398782344
33839,2,728
33839,3,412.7771739130435
33839,4,420.06178010471206
33839,5,353.5261569416499
33839,6,201.78523489932886
33839,7,642.128164556962
33840,1,413.47417840375584
33840,2,126.52463054187191
33840,3,291.7147435897436
33840,4,140.99889380530973
33840,5,136.37636761487965
33840,6,260.6655132641292
33840,7,353.67222767419037
33841,1,2327
33841,2,647.5131086142322
33841,5,52.074074074074076
33841,6,60.42857142857143
33842,1,292.28256513026054
33842,2,388.60089686098655
33842,3,277.6769436997319
33842,4,269.6703910614525
33842,5,259.11072664359864
33842,6,266.5913043478261
33842,7,657.1318681318681
33844,1,1172.7894736842106
33844,2,756
33844,3,517.3512476007678
33844,4,779.4598662207358
33844,5,1373.8941034897714
33844,6,2832.3333333333335
33845,1,41.56060606060606
33845,2,310.34736842105264
33845,3,265.7079276773296
33845,4,424.30646766169156
33845,5,481.77030162412996
33845,6,15.275280898876405
33846,1,692.1822849807445
33846,2,802.5327342747112
33846,3,275.0426829268293
33846,5,773.671052631579
33846,6,628.8887323943662
33846,7,746.8321678321678
33847,1,206.43213296398892
33847,2,121.62288135593221
33847,3,283.24399038461536
33847,4,194.76330420969023
33847,5,205.17895878524945
33847,6,182.1781045751634
33847,7,140.20212765957447
33848,1,732.742596810934
33848,2,475.42857142857144
33848,3,583.0553398058253
33848,4,668.7857948139797
33848,5,1319.8305084745762
33848,6,328.05172413793105
33848,7,764.7542857142857
33850,1,46.03685897435897
33850,3,122.09016393442623
33850,4,197.46103896103895
33850,5,312.5800561797753
33850,6,93.14285714285714
33850,7,201.6130221130221
33851,1,557.4747774480712
33851,2,606.1234567901234
33851,3,729.5336179295624
33851,4,671.171469740634
33851,5,504.3768240343348
33851,6,784.2836257309941
33851,7,626.0745762711864
33852,1,429.73848987108653
33852,2,516.7463617463618
33852,3,1047.8024691358025
33852,4,204.69382391590014
33852,5,197.0368349249659
33852,7,18.808988764044944
33853,1,76.73563218390805
33853,2,116.19243243243243
33853,3,173.4142538975501
33853,4,110.75395987328406
33853,5,127.60900716479017
33853,6,112.47185628742515
33853,7,143.06912991656733
33854,1,618.2214532871973
33854,2,387.46130500758727
33854,3,448.89166666666665
33854,4,274.82753403933435
33854,5,407.38442211055275
33854,6,460.07964601769913
33854,7,451.67184466019415
33855,1,328.24574669187143
33855,2,413.7372781065089
33855,3,713.1034047919294
33855,4,372.7358708189158
33855,5,219.42808219178082
33855,6,729.4344176285415
33855,7,40.22764227642276
33857,1,123.49557522123894
33857,2,534.0555555555555
33857,3,421.1832669322709
33857,4,342.035
33857,5,390.35264735264735
33857,6,288.927797833935
33857,7,587.1696832579186
33860,1,556.3481781376519
33860,2,596.3347324239245
33860,3,657.360739979445
33860,4,643.5432489451476
33860,5,539.6370143149285
33860,6,631.9350649350649
33860,7,550.5146484375
33861,1,230.13694267515925
33861,2,131.51780821917808
33861,3,125.90614525139665
33861,4,120.13220338983051
33861,5,68.49511002444987
33861,6,58.83315621679065
33861,7,101.79976303317535
33863,1,200.66324200913243
33863,2,86.4466911764706
33863,3,658.9104908565929
33863,4,518.4352836879433
33863,5,297.8537682789651
33863,6,390.2711496746204
33863,7,411.2120315581854
33864,1,318.9173166926677
33864,2,323.6542416452442
33864,3,230.80307692307693
33864,4,294.63166144200625
33864,5,325.7786790266512
33864,6,249.13457076566127
33864,7,303.85458167330677
33866,1,213.42413381123058
33866,2,161.48033126293996
33866,3,120.20104166666667
33866,4,157.35327635327636
33866,5,155.03494623655914
33866,6,120.25275532696547
33866,7,162.4975053456878
33867,2,141.2785388127854
33867,3,19.45084745762712
33867,4,55.29490022172949
33867,5,11.268565615462869
33867,6,57.6
33867,7,35.81386861313869
33870,1,221.71727019498607
33870,2,429.68773234200745
33870,3,1088.4584837545126
33870,4,896.7134724857685
33870,5,486.2246153846154
33870,6,615.2185251798561
33870,7,341.4870641169854
33871,1,308.5
33871,2,177
33871,3,97.97333333333333
33871,4,122.46450482033305
33871,5,130.07207207207207
33871,6,113.29342105263157
33871,7,54.55172413793103
33872,2,429.71017699115043
33872,3,418.51776649746193
33872,4,374.820197044335
33872,5,666
33872,6,240.63013698630138
33872,7,923.2769953051643
33876,1,459.2170658682635
33876,2,575.2177033492823
33876,3,774.0902777777778
33876,4,904.7169287696577
33876,5,339.97525206232814
33876,6,440.9441489361702
33876,7,1295.2129436325679
33877,1,229.39370078740157
33877,2,206.07106076210093
33877,4,213.84194214876032
33877,5,183.02153846153846
33877,6,181.45081967213116
33877,7,403.53470437017995
33880,1,632.6786833855799
33880,2,566.0234113712374
33880,3,475.83313885647607
33880,4,673.3368237347295
33880,5,759.498673740053
33880,6,677.3550815558344
33880,7,303.9717741935484
33884,1,201.16666666666666
33884,2,620.7025761124122
33884,3,657.7395604395605
33884,4,647.0727673649394
33884,5,512.2877997914494
33884,6,371.8929633300297
33884,7,371.6723044397463
33885,1,465.4132104454685
33885,2,398.33393829401086
33885,3,535.3794266441821
33885,4,306.219512195122
33885,5,512.0869565217391
33885,6,518.1077738515901
33885,7,424.2723521320495
33886,1,215.41003671970626
33886,2,486.9273182957393
33886,3,371.15684093437153
33886,4,573.9669631512071
33886,5,493.56043956043953
33886,6,195.85106382978722
33888,1,289.28879310344826
33888,7,3923.625
33889,1,421.0440587449933
33889,2,642.2020075282309
33889,3,752.5977859778598
33889,4,754.891011235955
33889,5,332.88729016786573
33889,6,571.5131128848346
33889,7,433.86559139784947
33890,1,482.8247863247863
33890,3,616.2496099843994
33890,4,478.5604770017036
33890,5,810.145869947276
33890,6,736.8217562254259
33890,7,1117.9513618677042
33892,1,393.50516795865633
33892,2,226.68196037539104
33892,3,196.75757575757575
33892,4,148.43855421686746
33892,5,177.09134045077104
33892,6,211.7915309446254
33892,7,205.39168765743074
33894,1,263.33468972533063
33894,2,235.69172216936252
33894,3,342.8778947368421
33894,4,383.09978540772534
33894,5,264.26872246696036
33894,6,198.10042735042734
33894,7,276.14920634920634
33895,1,74.92146596858639
33895,2,113.25286041189932
33895,3,89.34067085953879
33895,4,94.21790722761597
33895,5,161.22119815668202
33895,6,141.38972431077696
33895,7,104.11021505376344
33899,1,129.2089914945322
33899,2,163.57102272727272
33899,3,175.44458281444582
33899,4,240.98167239404353
33899,5,111.4376731301939
33899,6,196.3835616438356
33899,7,245.49949341438702
33900,1,568.8648180242634
33900,2,494.19218241042347
33900,3,476.140586797066
33900,4,633.9177750906892
33900,5,509.07570207570205
33900,6,541.4488636363636
33900,7,385.4472807991121
33902,1,471.5832095096583
33902,2,980.4221525600836
33902,3,1511.430733410943
33902,4,1223.4867924528303
33902,5,393.61296660117875
33902,6,561.2008830022075
33902,7,400.35023041474653
33904,1,49.233663366336636
33904,2,1075
33904,3,190.8146718146718
33904,4,243.45197740112994
33904,5,233.50574712643677
33904,6,76.79652351738241
33904,7,229.30237825594563
33910,1,156.28571428571428
33910,2,204.5204795204795
33910,3,159.7484076433121
33910,4,259.1934523809524
33910,5,94.81156316916488
33910,6,125.87295081967213
33910,7,189.67338003502627
33911,1,465.7142857142857
33911,2,353.04615384615386
33911,3,389.59164292497627
33911,4,397.71495877502946
33911,5,247.40161725067387
33911,6,291.46521739130435
33911,7,23.009615384615383
33912,1,487
33912,2,229.68208092485548
33912,3,408.34621848739494
33912,4,363.9946380697051
33912,5,396.11332007952285
33912,6,430.5
33912,7,393.5
33913,1,287.41873804971317
33913,2,225.79057591623035
33913,3,221.22869955156952
33913,4,275.053415061296
33913,5,196.53940455341507
33913,6,208.87640449438203
33913,7,393.28857479387517
33914,1,321.06497175141243
33914,2,343.0916905444126
33914,3,520
33916,1,38.80561555075594
33916,2,35.99781897491821
33916,3,49.098245614035086
33916,4,49.62180974477958
33916,5,29.132720105124836
33916,6,54.49584026622296
33916,7,24.409326424870468
33917,1,476.5676429567643
33917,2,466.3678038379531
33917,3,356.92927308447935
33917,4,275.6529605263158
33917,5,415.2127236580517
33917,6,389.92959086584204
33917,7,250.48963029756538
33918,1,398.58020050125316
33918,2,160.1860465116279
33918,3,171.85792349726776
33918,4,209.73614190687363
33918,5,171.37016574585635
33918,6,180.90331753554503
33918,7,309.9735849056604
33920,1,12.309859154929578
33920,2,400.83485540334857
33920,3,414.42759407069553
33920,4,58.6579476861167
33920,5,68.95412844036697
33920,6,671.5
33920,7,365.38127544097694
33922,1,79.9225449515906
33922,2,80.68848167539267
33922,3,55.349152542372885
33922,4,89.74209860935525
33922,5,64.86184210526316
33922,6,84.7707509881423
33922,7,76.76221928665785
33924,1,259.37014925373137
33924,2,280.7455048409405
33924,3,154.50872817955113
33924,4,249.98869346733667
33924,5,253.33592880978864
33924,6,131.55384615384617
33926,1,634.3697788697789
33926,2,796.3290322580646
33926,3,195.3223787167449
33926,4,275.63201471941125
33926,5,1026.9766297662977
33926,6,381.3687214611872
33926,7,465.781558726674
33928,1,148.85969084423306
33928,2,76.04234527687296
33928,3,259.98306772908364
33928,4,410.1412487205732
33928,5,264.6929824561403
33928,6,501.9
33928,7,175.22885572139305
33929,1,129.70260223048328
33929,2,338.8489148580968
33929,3,250.5236111111111
33929,4,262.3891178895301
33929,5,243.51319444444445
33929,6,165.34249628528974
33929,7,138.85470719051148
33930,1,155.75423728813558
33930,2,240.73245167853509
33930,3,194.1614530776993
33930,4,278.16129032258067
33930,5,222.84968017057568
33930,6,326.17210682492583
33930,7,208.72382048331414
33931,1,226.8855421686747
33931,2,661.5428211586902
33931,3,333.09244644870347
33931,4,206.39802955665024
33931,5,154.55566127497622
33931,6,218.53044375644996
33931,7,354.84566596194503
33932,1,715.9292452830189
33932,2,502.1003184713376
33932,3,469.39302325581394
33932,4,842.3671232876712
33932,5,280.7276995305164
33932,6,457.1880841121495
33932,7,159.4867617107943
33934,1,360.56174089068827
33934,2,416.11909650924025
33934,3,381.27244897959184
33934,4,36.297971918876755
33934,5,19.83490566037736
33934,6,251.98423645320196
33934,7,392.35843054082716
33935,1,144.24471299093656
33935,4,423.69807037457434
33935,5,914.145993413831
33935,6,423.2424870466321
33935,7,331.4714867617108
33936,1,365.4160583941606
33936,2,436.3950819672131
33936,3,302.5398773006135
33936,4,422.8119738072965
33936,5,493.48744292237444
33936,6,610.5455974842768
33936,7,516.7465346534653
33938,1,89.5832482124617
33938,2,159.0631469979296
33938,3,154.96312364425162
33938,4,110.1851332398317
33938,5,195.15914489311163
33938,6,168.54039301310044
33938,7,181.26816786079837
33941,1,74.83529411764705
33941,2,150.15759312320918
33941,3,83.49085365853658
33941,4,104.42652671755725
33941,5,112.97425334706489
33941,6,90.63583815028902
33941,7,73.73629242819844
33942,3,1169.7038327526132
33942,4,1144.3333333333333
33942,5,1236.0738974970202
33942,6,73.94444444444444
33942,7,837.5652173913044
33944,1,516.8908554572272
33944,2,225.7937062937063
33944,3,260.452
33944,4,177.57836990595612
33944,5,1445.5
33944,6,171.06902086677368
33944,7,99.79479166666667
33945,1,111.5317365269461
33945,3,335.32286995515693
33945,4,93.87322274881517
33945,5,241.87519747235388
33945,6,276.88697017268447
33947,1,399.7823050058207
33947,2,252.74941176470588
33947,3,217.80773739742088
33947,4,476.14978902953584
33947,5,367.1108850457782
33947,6,697.8039430449069
33947,7,338.26952141057933
33948,1,157.4765100671141
33948,2,223.89454545454547
33948,3,240.0206812652068
33948,4,289.9819004524887
33948,5,267.0710128055879
33948,6,328.0376623376623
33948,7,103.29448621553885
33949,1,714.8897196261682
33949,2,920.6188811188811
33949,3,787.8809523809524
33949,4,811.7305848513902
33949,5,741.9990366088632
33949,6,741.2544769085769
33949,7,588.3909426987061
33951,1,245.56387665198238
33951,2,259.8233576642336
33951,4,116.80795847750865
33951,5,253.43470483005368
33951,6,145.25
33951,7,194.93001841620625
33952,1,140.82432432432432
33952,2,697.0554016620499
33952,3,565.3907284768212
33952,4,693.2548148148148
33952,6,5.460732984293194
33952,7,27.272727272727273
33954,1,286.9856459330144
33954,2,271.6868131868132
33954,3,350.22777777777776
33954,4,248.25545171339564
33954,5,200.66953713670614
33954,6,295.38988095238096
33954,7,258.375
33955,1,299.41065830721004
33955,2,210.9502688172043
33955,3,229.1768707482993
33955,4,1273
33955,5,153.9443725743855
33955,6,174.97901049475263
33955,7,243.7906976744186
33956,1,151.21858638743456
33956,2,185.35828877005346
33956,3,184.42671009771988
33956,4,176.44140197152245
33956,5,162.3790238836968
33956,6,267.11620111731844
33956,7,36.636138613861384
33958,1,410.77581120943955
33958,2,608.1475409836065
33958,3,821.3015184381778
33958,4,327.9375
33958,5,600.7750965250965
33958,6,770.7088014981273
33958,7,305.5524475524476
33959,1,228.62083333333334
33959,2,153.22389181066868
33959,3,98.95173961840628
33959,4,150.1321455085375
33959,5,149.6951388888889
33959,6,151.08214016578748
33959,7,167.4941690962099
33960,1,242.25448028673836
33960,2,164.206008583691
33960,3,246.242774566474
33960,4,274.61961722488036
33960,5,291.5443322109989
33960,6,265.2601880877743
33960,7,68.74705882352941
33961,1,78.90316205533597
33961,2,129.96149490373725
33961,3,119.45308924485126
33961,4,111.10966057441253
33961,5,139.81370192307693
33961,6,68.83548387096774
33961,7,150.90629011553273
33963,1,186.07439824945294
33963,2,112.40773480662983
33963,3,251.18683901292596
33963,4,311.5948012232416
33963,5,301.39380022962115
33963,6,71.22817229336438
33963,7,531.0547445255474
33965,6,393
33966,1,141.77537437603993
33966,2,65.9510582010582
33966,3,246.88091353996737
33966,4,144.93423271500842
33966,5,136.62777777777777
33966,6,214.28735632183907
33966,7,148.8883826879271
33967,1,254.86535947712417
33967,2,510.87833333333333
33967,3,240.20554854981086
33967,4,330.77054429028817
33967,5,385.0518918918919
33967,6,370.83434343434345
33967,7,395.36572890025576
33968,1,512.4840871021776
33968,2,529.0322580645161
33968,3,331.06333739342267
33968,4,573.0662420382166
33968,5,413.9739010989011
33968,6,417.2024013722127
33968,7,307.92586490939044
33969,1,181.46223564954684
33969,2,388.5931818181818
33969,3,313.81528662420385
33969,4,151.65983606557376
33969,5,809.5
