seqn,grand_avg
32127,543.382703172585
32129,320.49940031770547
32130,219.14960107256073
32131,518.9244117985794
32132,239.5263073516671
32133,255.58801311738384
32134,258.02478623927146
32135,178.5700691757322
32136,240.14136464676602
32137,242.23593758847775
32138,236.37175771682888
32140,224.66590475619836
32141,78.95459134709128
32142,786.1521072445859
32143,371.3974246764842
32145,551.7884805146456
32146,504.41433917894045
32148,491.5034238949262
32149,249.66700616651474
32150,372.8591104676292
32151,680.2527203527953
32152,552.5029008985085
32153,546.0920056200536
32155,731.4201629044169
32158,1393.8191829849009
32162,184.53987045829166
32163,276.7504383446878
32164,528.0374245841671
32165,821.8191677550935
32167,94.74144858844369
32168,437.68848344801046
32172,381.2014858651825
32177,836.2585543283215
32179,612.0456036192178
32180,322.65956971593926
32181,83.28597130819189
32182,702.1230987876581
32183,156.83489054993933
32185,442.14909551756176
32186,195.6111981548086
32188,716.760667109097
32190,346.77962729835286
32191,439.70593723746407
32195,226.4665495339844
32196,710.5808211169414
32197,277.45546334142557
32198,93.85591794057676
32199,320.62528474465705
32200,447.8906794810009
32201,208.75207404398668
32202,135.85783369192234
32203,403.79073855849856
32204,239.0704780791367
32205,251.2382562661988
32208,525.7855806262187
32210,544.4375965058515
32211,229.2838260708211
32212,285.33414682539683
32214,284.97926740509587
32216,281.22209134400237
32217,333.1124398187111
32218,368.62942761753027
32221,440.94068560805357
32225,296.34526782550967
32226,855.5531887134687
32228,466.51691724852105
32230,252.81403857073377
32234,267.711805758707
32236,294.8691890095644
32239,200.01131235283364
32240,335.9786751232916
32241,1027.1925903361052
32242,405.28421029874534
32243,316.2549475474871
32244,620.8140290281914
32245,251.23113183123036
32248,712.055900774649
32249,298.5944621425649
32250,80.75655409847458
32251,290.5231497927711
32254,329.2467077399365
32255,522.6364550998156
32257,454.4020894567062
32261,451.28787995615727
32262,186.33121400157728
32266,427.1261211424508
32267,167.71206325205532
32268,270.93384906913855
32270,211.64837790732057
32271,325.4966418247547
32272,111.55469430729762
32273,722.081432783636
32275,617.3922431415701
32276,324.8109081855469
32278,447.2261425350863
32279,364.9707455508042
32280,215.1982843137255
32281,488.47093567353517
32283,139.83357118700565
32284,626.9252510027923
32285,825.7838587810027
32286,324.3520666574829
32287,276.1152084770306
32288,461.6897965957009
32290,304.33928959059926
32291,1176.4539243923641
32294,67.91483701655594
32295,373.77978871257574
32296,182.9987488315035
32298,327.8284348276044
32301,290.2615753698027
32302,728.5287159818729
32303,490.99408064505735
32304,329.7536692618143
32306,324.84964284313867
32309,168.54645446452142
32310,382.96400161705077
32312,135.4646318582486
32313,574.1604496825938
32314,343.78030026423875
32315,367.01705407640384
32316,150.1560304788739
32317,459.7977840485833
32318,186.45580804551858
32319,322.9826821832783
32320,560.8997247151128
32321,272.5664318447889
32324,124.6237118927743
32325,449.80456853261023
32326,380.1187776567682
32328,79.51431773493752
32329,467.9272809033442
32330,638.2376473019453
32331,187.38779823151322
32333,285.23813557244557
32334,201.53355115505573
32337,784.6365968704484
32338,282.3167227854041
32339,485.8298093996043
32342,262.1699892174158
32343,314.1320314731552
32344,588.9552993836651
32345,555.7569797033701
32346,832.7821513566465
32349,427.2706643191003
32350,182.60387320030296
32352,683.9465014749236
32354,643.2396361031974
32355,426.91203333597855
32356,332.5078995554539
32357,209.61353531761176
32358,261.9375095980173
32359,185.5872311237264
32360,259.8115761474209
32361,510.08044317113456
32362,26.485964852940782
32364,229.9756814800828
32367,380.14926142689967
32370,341.68291229010674
32373,464.6914621624149
32375,322.0318260518197
32377,34.18558190542594
32378,341.811456279118
32380,391.25926540209434
32381,251.86007607441118
32383,120.9191154023056
32385,624.8821800636277
32388,216.00774198239188
32389,503.9782722132542
32390,194.71231587828987
32391,400.1690499701923
32392,515.6027573804379
32393,301.3691685149568
32395,229.80891503154575
32396,465.7795706111183
32399,700.511394385109
32400,315.24477391259984
32401,208.51227352377379
32403,162.68523068424344
32404,740.3857142857142
32405,200.54285714285714
32406,395.92430685202106
32407,616.1761974551908
32408,846.3786855776552
32409,399.76312147779777
32411,297.4160211532253
32414,187.90575852370628
32419,210.37956154559615
32420,556.3103200114601
32423,393.7776188370308
32424,423.5666965575279
32427,367.6457648885926
32428,270.6796063323495
32430,241.39187493559643
32431,263.2625825039202
32433,387.0657376319584
32436,168.11812461751308
32437,680.0250832232432
32438,577.1440248192001
32439,91.63006088779721
32440,105.33223621483013
32441,308.9109545091129
32442,316.6724746508815
32443,254.21466870727184
32444,120.20432963779926
32445,352.92438529231146
32448,491.8490221916917
32453,114.83373607503009
32454,433.62252764017944
32456,440.0456935800093
32458,581.2728470355572
32459,204.16241582089643
32461,433.7381305879354
32462,485.31353919239905
32465,509.81021008438154
32467,303.83689306363624
32469,463.1695508847644
32472,306.41245523661416
32474,499.0304066100842
32475,585.4236321037845
32476,805.4451283406376
32477,416.0394614844246
32478,522.132502410737
32479,408.290810516919
32480,316.8475472744027
32481,295.9394110864042
32483,500.6865714674332
32484,324.59343355681295
32485,284.0941241778917
32488,358.1754011764837
32489,225.81193555343256
32490,313.6917201852744
32493,1345.5996718224865
32494,326.40190369883726
32495,684.0016246865846
32498,207.45433078265262
32499,603.7431942745742
32500,469.90393463133853
32501,415.46440463811996
32502,244.99295588249828
32503,304.32497345264426
32504,283.58672520835705
32506,338.6231660461898
32508,275.09506360139164
32509,485.4509296973254
32513,177.27877104489878
32514,432.61813705722807
32515,346.4617657650538
32516,679.7971067130695
32517,653.1308163091658
32518,396.68952176478643
32519,532.4880892294741
32520,269.00056882495437
32521,214.24845609962165
32522,1098.5824267140513
32524,543.7344147393759
32526,299.20520511777164
32527,312.9392554328934
32528,351.09270335682777
32530,545.0818843665096
32531,294.23431975771535
32532,986.4723462754187
32534,882.6272967567803
32537,400.67498862097955
32538,357.9087373141619
32540,57.61560969801508
32541,284.2955345385294
32544,970.6305863608646
32548,297.64533668017435
32549,383.84239524874056
32550,517.1230697458883
32551,117.29598014219424
32552,525.4902004389545
32555,429.3387445637824
32558,668.8714848978975
32559,406.9949464869946
32560,513.7935788313629
32564,453.65078934802176
32565,294.81243915872585
32566,382.4147986497323
32567,508.43453237386916
32570,198.8612371283653
32572,199.4248616795224
32574,104.2318875857153
32575,395.5676688005734
32576,387.35801250092936
32577,215.61850793501503
32578,567.1792178203045
32580,467.8753507659578
32581,231.8775532059742
32583,188.97797016032249
32585,328.6778405843971
32586,150.98769512993448
32588,313.8179618294044
32589,313.1007887711281
32591,350.38912567330175
32592,434.8000388939829
32594,301.24642732634277
32596,403.22731917187446
32597,472.93878377802275
32598,481.520827560874
32599,346.08430391423553
32600,264.4351181167326
32601,173.7573924234535
32602,91.43820156121232
32603,630.8391639454474
32605,424.24253133329046
32606,363.75
32609,377.2314790591746
32613,114.85842661530687
32614,508.65333420830086
32615,143.77765617016607
32616,191.5668213040025
32621,158.88094457242778
32622,531.6524725543838
32623,541.3153412111254
32624,99.80048679704804
32625,310.15464434688533
32626,346.41518060662685
32629,324.7983185645241
32630,221.037213627261
32631,936.5679223139878
32632,217.96349216577119
32634,439.19896230618
32635,865.4220095679844
32636,172.26331027751047
32638,491.19879774325494
32639,628.1093404770619
32640,215.59339606042366
32641,730.0655438630017
32642,357.6992245847475
32644,190.49119817329466
32645,412.2578600844829
32646,648.9098096320191
32647,578.1966174690795
32648,312.78111217289035
32649,273.66412762964677
32650,371.6552487464768
32651,396.9190131619081
32653,512.2105718219541
32654,193.52254470813455
32657,186.15967271189072
32660,560.7428232454212
32661,411.22632304802625
32662,399.34904724660356
32663,164.44211278824775
32665,919.543978517116
32666,120.80030864416221
32670,418.38477778504495
32671,254.92153527938882
32672,473.0728474121843
32673,357.09777322818695
32674,268.14902861063024
32675,425.6127502202306
32676,257.17230403881064
32677,253.02496095938136
32680,215.8512908030054
32681,344.8891480251021
32683,511.1053017433563
32684,158.6131694718227
32685,569.7456596814512
32686,1853.7373102541162
32687,286.05496666535726
32688,250.03347263241523
32689,311.44561506201995
32690,228.96205807402185
32691,372.25380243671384
32692,280.2057044223375
32693,777.0304248220546
32695,285.7309374897738
32697,301.35402991051643
32698,540.4791980433516
32703,216.14979212640495
32704,338.4511244854813
32709,189.19226489295684
32710,191.84958887528248
32711,149.1009528162141
32712,176.4474585189669
32714,291.6519618229228
32715,493.43463823506943
32716,220.41602304308245
32717,336.2712896082199
32718,324.91781711923
32719,556.553306770922
32721,327.63917082922063
32722,752.684964273911
32725,624.4493392326121
32726,1076.8125540801238
32727,52.26491501285333
32731,440.08579721654877
32732,234.92165802026597
32733,387.7653140017922
32734,302.6709690273618
32738,218.02592389826145
32739,216.93803844665723
32742,386.53338549484846
32743,210.10834342243106
32744,172.21461804982675
32745,302.4505465658376
32746,133.2100403431912
32748,813.387540068997
32749,113.25029747195379
32750,343.414010695352
32751,805.3584219858155
32753,375.4762095936889
32755,307.33016976489955
32756,236.01289720777973
32758,755.9789625051801
32759,383.650360950041
32760,539.3462568132813
32761,103.15312844034234
32762,790.0827136054977
32763,966.5533438059958
32765,241.5165619152055
32767,228.02871243427018
32768,469.67985045326907
32769,421.1829389160381
32771,352.8129771288503
32773,231.00329960980878
32775,223.46684844346927
32776,527.2403095796109
32777,605.3997259873785
32778,434.4471490147235
32779,341.82860201147344
32781,392.8206497260257
32783,226.38571997795268
32785,456.9184009963962
32786,324.0175318619206
32787,340.76686109908934
32788,793.2007913997589
32789,263.21842355175687
32794,450.5865354667081
32796,280.94266479998237
32797,668.5873626085871
32799,466.4896825355793
32800,548.1602896573127
32801,399.80019391203643
32802,643.903791534563
32803,921.3103394945418
32804,149.16610920575707
32806,367.26838051211746
32807,574.3688627295488
32808,55.901255935738696
32809,561
32810,746.8070366924
32812,141.16540520580415
32813,162.70090935829245
32814,709.6518712512955
32815,223.74909685712612
32817,397.5864251300684
32819,806.25
32821,163.31343161192342
32822,408.7187682082127
32823,641.3022427043991
32824,259.4633757388464
32825,258.9154167404791
32827,393
32829,516.2577066271763
32830,470.1151826359156
32832,349.096408702269
32835,626.6719473731314
32836,159.34383857219277
32837,447.28764076833136
32839,629.7391539222508
32840,472.0894676283672
32841,192.17050224797887
32842,579.7446599178757
32845,109.99456577358013
32847,333.8943696470693
32848,476.93326492078137
32849,415.5513983580175
32850,425.06213747916206
32855,76.26751777749757
32857,245.0047879497827
32859,421.0752010840574
32865,617.4750903810317
32866,413.26046219229136
32867,491.1212134755397
32868,405.963678178538
32869,473.47215272660355
32870,285.78095972060413
32871,477.6749199349621
32873,382.82465579978737
32874,533.5878172467308
32875,195.59727963690878
32876,905.2732986417658
32878,91.86570388790095
32879,463.4598183751401
32880,178.09330685510622
32881,1028.454528408991
32882,494.3837882815144
32885,433.0445977332388
32887,796.2227564102565
32888,388.71768917417637
32889,252.33809368574998
32890,646.2535107691155
32891,361.52529892069464
32892,322.0452335777751
32893,399.28109676848504
32895,554.444107465171
32897,256.49392368916625
32899,171.7526442656287
32900,623.6601970177326
32901,177.13946753970987
32904,775.7902564102565
32905,412.50766560266715
32908,252.81931629137475
32909,724.6613298394168
32910,305.59000407413725
32911,427.20110141398885
32913,170.83914109770777
32914,162.4173271198286
32915,101.81837676017803
32916,244.22027131128206
32918,171.34447114832017
32919,647.4928264605322
32920,344.9016413113427
32921,290.529219334201
32922,363.33356586192673
32923,256.28591125731793
32924,327.22041592761934
32925,431.86224308110735
32926,353.4433950029188
32927,802.6287138846315
32928,416.66430522861106
32929,375.5301934890684
32930,220.74392379475614
32931,300.78826500727416
32932,170.09547421239304
32934,445.85911381239674
32935,419.3330163960365
32937,563.1117434071865
32938,150.82838369776056
32939,479.5374858381195
32941,320.45389628045865
32943,71.55029201275826
32945,151.47522064113633
32946,324.9499171390336
32947,507.8310868942849
32948,280.1502019233439
32952,50.47332272056109
32954,100.55378633984346
32955,480.63088042586855
32956,350.93703945559605
32958,434.9455035173996
32960,289.9942213837283
32962,218.53509179615307
32963,525.2551828140543
32964,233.88954895938772
32965,536.6710128147228
32966,556.6493711928358
32971,470.2721261497916
32972,132.38466912476886
32973,484.834341736542
32975,354.78157153287884
32977,330.23809523809524
32978,276.9976184963977
32979,312.78990896038334
32980,282.2338693182253
32981,288.48483778460815
32983,383.5212682104353
32984,329.1418873828416
32985,188.66103701618897
32988,431.9158850758009
32989,121.86172348538933
32991,282.440411230026
32992,246.88603417039627
32993,421.25777349040914
32994,544.1540728844647
32996,499.6643045625866
32997,504.23907515700216
32998,290.67088857421055
32999,1064.356757317867
33001,118.72063001813223
33002,369.4818464490868
33005,242.76420270335944
33006,315.70857020415406
33007,385.29006111840977
33008,587.6062135264701
33011,370.23849180649233
33013,206.01727390951308
33014,361.22716622095083
33015,848.7334242147851
33017,259.07799195324213
33020,350.21971429858877
33022,181.4862420361762
33023,190.60234465510297
33024,700.7223543330234
33026,218.64842717557696
33028,523.0518996506265
33029,506.24768816579956
33030,428.25633877661534
33031,451.44449055207133
33034,314.8210348697688
33037,345.31202976111985
33039,208.38393939364195
33040,731.0929274027309
33041,337.72867516262727
33042,486.17682098567803
33043,316.713746983208
33044,309.8628661756681
33046,438.100398671315
33048,283.3327123661923
33049,797.9190516128785
33050,346.6706714056575
33051,233.04203713269334
33053,585.2680919863791
33055,253.23691214862077
33056,563.7247127640832
33057,292.061703522935
33058,266.22100902572527
